season,episode,clip,text,label,video_description
S05,E17,554,"sandra, could you bring home some magazines?",Ask for help,A man in a grey sweatshirt with a crab graphic speaks to a cashier in a green shirt. He has a neutral expression and a slight smile. The cashier listens with a neutral expression. The interaction is calm and conversational.
S06,E09,597,nice job.,Praise,"The main speaker, a man in a blue vest, sits with his hands clasped, listening intently. His expression is neutral and focused on the other man. The other man, also in a vest, is actively speaking and gesturing with his hands, appearing engaged in the conversation."
S05,E11,503,what's wrong with your head?,Care,"A woman in a blue polo shirt stands, looking concerned and questioning someone off-screen. A man in a vest sits beside her, looking up with a slightly bewildered expression. Their interaction suggests a moment of confusion or concern about a situation."
S05,E13,26,we haven't even gotten a chance to talk yet.,Complain,"The woman in the center, wearing a blue vest, is the main speaker. She is animated, gesturing with both hands as she speaks, her expression conveying frustration or exasperation. The man to her right listens intently, leaning forward with his hands clasped."
S05,E21,518,what's going on here?,Care,"A woman in a teal blazer stands with her back to the camera, reaching for an item on a high shelf. A man in a plaid shirt and khaki pants walks past her down the aisle, looking forward with a neutral expression."
S05,E11,382,what if we call it  the octagon.,Advise,"The man in the light blue lab coat is the main speaker. He is highly animated, using expansive hand gestures and pointing to emphasize his idea. His facial expressions are enthusiastic and confident as he presents his concept to the group."
S06,E01,495,"amy might have abandoned us a little, but we're fine!",Comfort,"The man in the light blue shirt, holding a clipboard, speaks with a confident and reassuring expression. He gestures with his free hand as he talks. The man in the blue vest listens attentively, standing with his hands clasped in front of him."
S05,E10,161,need any help with whatever this is?,Care,"A woman in a dark blazer walks past a display, her expression neutral. She is the main focus, moving with purpose. Other shoppers are in the background, browsing the store's shelves."
S04,E14,440,"blaine is sexy, but he is not a good manager.",Criticize,"A woman in a blue vest, identified as ""Justine,"" speaks animatedly. She holds a blue mug in her left hand and gestures expansively with her right. Her facial expression is lively and engaged, suggesting she is passionately explaining something to someone off-camera."
S05,E13,369,"well, i am gonna show her just how many items",Inform,"The man, in a light blue shirt and patterned tie, is the main speaker. He is animated, using expansive hand gestures and an expressive face to explain something. The woman in the blue polo shirt listens intently, holding a box and looking at him with a focused, neutral expression."
S05,E21,98,sorry.,Apologise,"Two women sit in a waiting room, smiling and engaged in conversation. The woman on the left, in a navy suit, holds a folder and laughs. The woman on the right, in a turquoise blazer, holds a notebook and smiles back. Their relaxed postures and shared laughter indicate a friendly, positive interaction."
S04,E08,358,that guy's always making up stuff about people.,Criticize,"A man in a blue vest and glasses speaks, his expression shifting from a smile to a more serious, slightly exasperated look as he talks. He stands facing a woman in a matching vest, who listens intently with a concerned and skeptical expression."
S06,E10,454,i have been nervously holding my pee for six hours,Complain,"The man on the right, wearing a light blue shirt and a cloud-patterned tie, is the main speaker. He holds a stack of papers and speaks with a slightly exasperated expression, his mouth open mid-sentence. His body is angled towards the other man, indicating he is addressing him directly."
S06,E01,32,whoa! the nba just announced they're suspending the season.,Inform,"The man in the blue vest, Garrett, is the main speaker. He holds a phone and gestures with his free hand while speaking. His expression is serious and engaged. The two women in the background listen attentively, their expressions neutral and focused on him."
S04,E16,366,"also, what's with the weirdly intimate stares?",Complain,"A man in a blue vest speaks animatedly, gesturing with his right hand. He looks at a woman across the table, who listens intently with her chin resting on her hand. Her expression is engaged and slightly amused."
S05,E14,446,"damn it, dina. you had one job.",Complain,"A woman in a floral dress stands and speaks with a stern, exasperated expression. She gestures with her right hand as she addresses someone off-screen. A man in a suit sits beside her, holding a glass of wine. He looks up at her with a concerned and slightly bewildered expression, his mouth slightly open as if in surprise or disbelief."
S05,E07,153,"attention employees. uh, listen up.",Inform,"A woman in a pink blazer stands with a clipboard, smiling and gesturing as she addresses her colleagues. Her body language is open and engaging. The woman in the blue blazer listens with a neutral expression, standing with her hands clasped."
S06,E01,412,"hey, amy, i dropped my mask...",Inform,"A woman in a maroon blazer stands behind a counter, looking concerned as she speaks to a man in a blue vest. Her expression is serious and focused. Another woman in a similar vest stands to the side, observing the interaction with a neutral expression."
S06,E02,320,"well, i'm sure you'll figure something out.",Comfort,"A man in a blue vest, identified as Garrett, sits and speaks. He holds a can and looks up and to his left, his expression shifting from neutral to slightly surprised or questioning. He appears to be in a conversation with a woman in a blue jacket, whose back is to the camera."
